benchmark,rank,final_node,aig_id,phase,final_gate,final_fanouts,final_criticality,final_slack,final_arrival,final_departure,final_slew,final_load,final_max_cap,final_load_ratio
benchmarks/i10.aig,1,732,855,0,NAND5xp2_ASAP7_75t_L,8,1.000,0.000000,121.962936,76.677406,74.366714,3.600,11.520,0.313
benchmarks/i10.aig,2,601,588,1,A2O1A1Ixp33_ASAP7_75t_L,4,1.000,0.000000,36.503841,162.136505,30.757626,1.839,11.520,0.160
benchmarks/i10.aig,3,605,599,1,A2O1A1O1Ixp25_ASAP7_75t_L,2,1.000,0.000000,56.918282,141.722061,37.443291,1.807,11.520,0.157
benchmarks/i10.aig,4,1814,1396,1,NOR2xp33_ASAP7_75t_L,2,1.000,0.000000,185.439041,13.201303,18.230761,1.020,11.520,0.089
benchmarks/i10.aig,5,734,861,1,AOI22xp5_ASAP7_75t_L,5,1.000,0.000000,149.445129,55.712029,38.159599,2.003,23.040,0.087
benchmarks/i10.aig,6,600,583,1,NOR5xp2_ASAP7_75t_L,3,1.000,0.000000,18.379526,180.260818,33.627316,0.905,11.520,0.079
benchmarks/i10.aig,7,1278,862,1,NOR2xp33_ASAP7_75t_L,1,1.000,0.000000,158.802246,46.475471,17.832933,0.442,11.520,0.038
benchmarks/i10.aig,8,1282,1221,0,OAI31xp67_ASAP7_75t_L,2,1.000,0.000000,175.135147,23.818129,18.973030,0.747,23.040,0.032
benchmarks/i10.aig,9,712,-1,-1,BUFx3_ASAP7_75t_L,10,1.000,0.000000,87.739792,110.900551,10.804429,5.207,184.320,0.028
benchmarks/i10.aig,10,711,623,1,OA31x2_ASAP7_75t_L,3,1.000,0.000000,76.161263,122.479080,8.096498,1.431,92.160,0.016
benchmarks/i10.aig,11,1819,2778,1,AND3x1_ASAP7_75t_L,1,1.000,0.000000,195.980087,2.826992,4.884558,0.367,46.080,0.008
benchmarks/i10.aig,12,1822,2782,0,OAI21xp33_ASAP7_75t_L,1,1.000,0.000000,198.640350,0.000000,6.730804,0.000,11.520,0.000
benchmarks/ode.abc.blif,1,5087,5219,1,O2A1O1Ixp33_ASAP7_75t_L,9,1.000,0.000000,241.037704,283.630249,66.416512,3.891,11.520,0.338
benchmarks/ode.abc.blif,2,7519,13004,1,NOR5xp2_ASAP7_75t_L,8,1.000,0.000000,443.242432,78.804596,93.908226,3.364,11.520,0.292
benchmarks/ode.abc.blif,3,7486,11425,0,NAND4xp25_ASAP7_75t_L,6,1.000,0.000000,399.723267,126.477341,46.671600,2.674,11.520,0.232
benchmarks/ode.abc.blif,4,7560,13058,0,OAI31xp67_ASAP7_75t_L,8,1.000,0.000000,504.004211,21.448597,48.326477,4.712,23.040,0.205
benchmarks/ode.abc.blif,5,4928,5060,0,NAND3xp33_ASAP7_75t_L,5,1.000,0.000000,120.083275,402.749237,30.525167,2.202,11.520,0.191
benchmarks/ode.abc.blif,6,4780,4949,0,NAND4xp25_ASAP7_75t_L,5,1.000,0.000000,86.972351,435.074677,38.227734,2.116,11.520,0.184
benchmarks/ode.abc.blif,7,4984,5098,1,A2O1A1O1Ixp25_ASAP7_75t_L,3,1.000,0.000000,152.972610,369.649109,38.041443,1.923,11.520,0.167
benchmarks/ode.abc.blif,8,5093,5229,0,OAI211xp5_ASAP7_75t_L,5,1.000,0.000000,270.013275,252.770340,55.511562,3.119,23.040,0.135
benchmarks/ode.abc.blif,9,4621,4484,0,NAND3x1_ASAP7_75t_L,10,1.000,0.000000,26.161251,496.667175,34.369595,5.267,46.080,0.114
benchmarks/ode.abc.blif,10,4990,5102,1,NOR3x1_ASAP7_75t_L,8,1.000,0.000000,171.006760,353.157623,30.020226,4.184,46.080,0.091
benchmarks/ode.abc.blif,11,7354,11415,0,OAI31xp33_ASAP7_75t_L,2,1.000,0.000000,367.907440,162.347076,22.917866,1.024,11.520,0.089
benchmarks/ode.abc.blif,12,7538,13055,0,NAND4xp25_ASAP7_75t_L,1,1.000,0.000000,480.010895,42.036140,22.715212,1.023,11.520,0.089
benchmarks/or1200.abc.blif,1,8413,14019,0,A2O1A1Ixp33_ASAP7_75t_L,7,1.000,0.000000,532.254395,32.546673,47.788712,3.611,11.520,0.313
benchmarks/or1200.abc.blif,2,6916,11168,1,O2A1O1Ixp5_ASAP7_75t_L,7,1.000,0.000000,38.307693,531.047302,50.812466,4.758,23.040,0.207
benchmarks/or1200.abc.blif,3,8025,13898,1,O2A1O1Ixp33_ASAP7_75t_L,4,1.000,0.000000,246.865463,318.313110,36.787277,2.097,11.520,0.182
benchmarks/or1200.abc.blif,4,7973,13872,1,A2O1A1O1Ixp25_ASAP7_75t_L,4,1.000,0.000000,168.101532,396.699585,36.123901,1.828,11.520,0.159
benchmarks/or1200.abc.blif,5,7947,13852,1,O2A1O1Ixp33_ASAP7_75t_L,3,1.000,0.000000,123.138336,445.149231,30.670853,1.710,11.520,0.148
benchmarks/or1200.abc.blif,6,7936,13844,1,O2A1O1Ixp33_ASAP7_75t_L,4,1.000,0.000000,108.691086,462.558655,31.497055,1.698,11.520,0.147
benchmarks/or1200.abc.blif,7,8056,13933,1,O2A1O1Ixp33_ASAP7_75t_L,3,1.000,0.000000,329.620697,235.673172,29.009714,1.540,11.520,0.134
benchmarks/or1200.abc.blif,8,7996,13882,1,O2A1O1Ixp33_ASAP7_75t_L,3,1.000,0.000000,199.525970,368.169678,26.691553,1.433,11.520,0.124
benchmarks/or1200.abc.blif,9,7935,13842,0,A2O1A1Ixp33_ASAP7_75t_L,3,1.000,0.000000,93.645615,474.201935,22.731749,1.409,11.520,0.122
benchmarks/or1200.abc.blif,10,8005,13896,1,O2A1O1Ixp33_ASAP7_75t_L,3,1.000,0.000000,227.306519,337.494598,25.022818,1.319,11.520,0.114
benchmarks/or1200.abc.blif,11,7994,13875,1,O2A1O1Ixp33_ASAP7_75t_L,3,1.000,0.000000,184.541275,380.259857,26.079657,1.195,11.520,0.104
benchmarks/or1200.abc.blif,12,8094,13954,1,O2A1O1Ixp33_ASAP7_75t_L,3,1.000,0.000000,378.939331,186.316696,25.673201,1.180,11.520,0.102
benchmarks/syn2.abc.blif,1,11965,18002,1,NOR2xp33_ASAP7_75t_L,6,1.000,0.000000,35.844803,443.931244,42.055748,2.701,11.520,0.234
benchmarks/syn2.abc.blif,2,12497,18837,0,OAI311xp33_ASAP7_75t_L,4,1.000,0.000000,159.004181,321.502960,46.803215,2.558,11.520,0.222
benchmarks/syn2.abc.blif,3,12342,18805,1,AOI311xp33_ASAP7_75t_L,5,1.000,0.000000,109.251358,379.116211,43.549774,2.348,11.520,0.204
benchmarks/syn2.abc.blif,4,13195,-1,-1,HB1xp67_ASAP7_75t_L,10,1.000,0.000000,332.490784,156.874908,35.794483,4.464,23.040,0.194
benchmarks/syn2.abc.blif,5,15249,26156,0,NAND5xp2_ASAP7_75t_L,5,1.000,0.000000,406.444061,85.067131,48.800625,2.107,11.520,0.183
benchmarks/syn2.abc.blif,6,15488,26160,1,NOR5xp2_ASAP7_75t_L,4,1.000,0.000000,428.136414,51.639633,61.785431,1.925,11.520,0.167
benchmarks/syn2.abc.blif,7,12170,18467,1,AOI32xp33_ASAP7_75t_L,3,1.000,0.000000,57.958366,421.817688,33.072838,1.400,11.520,0.121
benchmarks/syn2.abc.blif,8,15949,26163,0,NAND4xp25_ASAP7_75t_L,2,1.000,0.000000,447.003235,37.298203,34.583309,1.236,11.520,0.107
benchmarks/syn2.abc.blif,9,12341,18520,0,NAND3x1_ASAP7_75t_L,9,1.000,0.000000,84.733170,395.042877,32.571884,4.674,46.080,0.101
benchmarks/syn2.abc.blif,10,12530,18856,1,AOI21xp5_ASAP7_75t_L,5,1.000,0.000000,193.885071,293.606293,27.216019,2.200,23.040,0.095
benchmarks/syn2.abc.blif,11,12507,18846,0,NAND4xp75_ASAP7_75t_L,9,1.000,0.000000,177.050201,307.804077,33.405388,3.957,46.080,0.086
benchmarks/syn2.abc.blif,12,12675,19094,1,NOR2x1_ASAP7_75t_L,10,1.000,0.000000,285.233459,202.807571,23.080772,3.879,46.080,0.084
