benchmark,index,watch_index,mapper_mode,node,aig_id,level,refs,phase,gate,leaves,cut_leaf_load_avg,fanout_limit,load_drive_ratio,arrival,required,slack,area_flow,u_phase_best,node_sink_pressure_ratio,cut_sink_pressure_ratio,scl_feedback,leaf0_node,leaf0_aig_id,leaf1_node,leaf1_aig_id,leaf2_node,leaf2_aig_id,leaf3_node,leaf3_aig_id,leaf4_node,leaf4_aig_id,leaf5_node,leaf5_aig_id
benchmarks/i10.aig,1,0,0,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,-1.000000,0.000000,71.081711,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,2,0,0,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.260010,-1.000000,0.000000,62.995266,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,3,0,1,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,7.342702,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,4,0,1,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.260010,82.340012,0.080002,5.473064,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,5,0,2,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,1.400000,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,6,0,2,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.290009,82.340012,0.050003,1.400000,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,7,0,3,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,1.400000,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,8,0,3,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.290009,82.340012,0.050003,1.400000,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,9,0,0,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,-1.000000,0.000000,71.081711,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,10,0,0,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.260010,-1.000000,0.000000,62.995266,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,11,0,1,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,7.342702,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,12,0,1,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.260010,82.340012,0.080002,5.473064,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,13,0,2,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,1.400000,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,14,0,2,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.290009,82.340012,0.050003,1.400000,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,15,0,3,615,861,20,2,0,OAI22xp33_ASAP7_75t_L,4,1.250,1,1.250,81.550003,81.560013,0.010010,1.400000,0,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
benchmarks/i10.aig,16,0,3,615,861,20,2,1,AOI22xp33_ASAP7_75t_L,4,1.250,1,1.250,82.290009,82.340012,0.050003,1.400000,15,0.000,0.000,0.000,534,751,572,795,606,850,612,855,-1,-1,-1,-1
